region,year,site-name,permit,status,latitude,longitude,operator,activities,accepts,tonnes-input,tonnes-treated-recovered,tonnes-output
Perth and Kinross,2019,"Perth & Kinross Council, Ladywell L/F Dunkeld",WML/E/0020050,Not operational,56.55872531899495,-3.5827902950551485,PERTH & KINROSS COUNCIL,Landfill (not operational),Industrial,0,0,0
Outer Hebrides,2019,"Marybank Quarry, Closed LFS, Stornoway",WML/N/0050078,Not operational,58.20788335272717,-6.4130665137565455,BREEDON NORTHERN LIMITED,Landfill (not operational),Inert,0,0,0
North Lanarkshire,2019,"CC Auto Salvage ELV,21A Meadow Rd, Motherwell",WML/W/0220071,Not operational,55.7850583445756,-3.9770865054941997,CC AUTO SALVAGE,Metal recycler,Commercial / Household / Industrial / Other special,0,0,0
Stirling,2019,"Mr G Adam, Muirton Park LF, Bannockburn",WML/E/0000326,Not operational,56.08458593888136,-3.8975522888882064,PRIVATE CONTACT,Landfill (not operational),Commercial / Industrial / Inert,0,0,0
Perth and Kinross,2019,"Aberfeldy Groundworks Ltd, Mains of Taymouth",PPC/E/0020049,Not operational,56.60557264461063,-3.973089633452616,ABERFELDY GROUNDWORKS LIMITED,Landfill (not operational),Inert,0,0,0
North Lanarkshire,2019,"62A Aitkenhead Road, Glasgow",WML/L/1180877,Not operational,55.84475890341651,-4.0698332567159206,GARETH HENRY MCLEAN,Metal recycler,Commercial,0,0,0
Fife,2019,"Blancomet Scot Recycling Plant, Pitreavie",WML/L/1127477,Not operational,56.04780386080256,-3.433970104797003,BLANCOMET SCOTLAND LTD,Metal recycler,Industrial / Other special,0,0,0
Fife,2019,"Bauld Autobreakers ELV,Cartmore Ind Est",WML/E/0220086,Not operational,56.139111893685,-3.3123732981141902,BAULD AUTOBREAKERS,Metal recycler,Commercial,0,0,0
Angus,2019,"D Geddes (Con) Ltd, Lochaber LF, Arbroath",WML/E/0000223,Not operational,56.57922305470005,-2.644603550877808,D GEDDES (CONTRACTORS) LTD,Landfill (not operational),Commercial,0,0,0
East Ayrshire,2019,"Pet Cemetry, Midland Farm, Fenwick",WML/W/0022022,Not operational,55.65469409954395,-4.427283808752527,CRAUFURDLAND LTD,Pet cemetery,Household,0,0,0
Glasgow City,2019,"Summerston Landfill Site, Balmore Road",WML/W/0020035,Not operational,55.91540954553323,-4.276842499807988,GLASGOW CITY COUNCIL,Landfill (not operational),Household,0,0,0
Fife,2019,"Grantsmuir Farm Kennels PC, Kirkcaldy",WML/E/0000262,Not operational,56.14781142799858,-3.168154569374443,PRIVATE CONTACT,Pet cemetery,Household,0,0,0
Fife,2019,"Abertay Property,Kirktonbarns L/F, Tayport",WML/E/0000295,Not operational,56.42406091170769,-2.8883485588674844,MR RORY WEMYSS,Landfill (not operational),Household / Inert,0,0,0
Perth and Kinross,2019,"Perth & Kinross Council, Friarton Rd CA,Perth",WML/E/0020060,Not operational,56.37680525864294,-3.425721424120955,PERTH & KINROSS COUNCIL,Civic amenity,Commercial,0,0,0
North Lanarkshire,2019,"63 West Benhar Road, Eastfield, Harthill",WML/E/0020077,Not operational,55.852424980276666,-3.772299633733032,CENTRAL CAR BUSTERS,Metal recycler,Industrial,0,0,0
South Lanarkshire,2019,"N Speirs Metals MR, Rawland Yard,Station Rd,",WML/W/0000149,Not operational,55.744085664657646,-3.961708829694618,NEIL SPEIRS METALS,Metal recycler,Commercial / Household / Industrial,0,0,0
Inverclyde,2019,"A Burke & Sons Ltd, 11 McKenzie St, Greenock",WML/L/1089798,Not operational,55.942323287224745,-4.729181918832436,A. BURKE & SONS LTD.,Metal recycler,Commercial,0,0,0
East Lothian,2019,"Edinburgh & Lothian's Pet Crematorium, Dunbar",WML/L/1038042,Not operational,55.95971446322189,-2.4031945804590626,EDINBURGH AND LOTHIANS PET CREMATORIUM,Pet crematoria,Commercial / Household,0,0,0
Aberdeenshire,2019,"Greendams Landfill, Newmachar",WML/N/0020068,Not operational,57.273366633406724,-2.2122866046883525,"FINDLAY, GLOVER & MACAULEY LIMITED",Landfill (not operational),Industrial,0,0,0
West Dunbartonshire,2019,Stanford Street Household Waste & Recycling F,WML/W/0220243,Not operational,55.90142454031868,-4.396116706889007,WEST DUNBARTONSHIRE COUNCIL,Civic amenity,Commercial / Household,0,0,0
Aberdeen City,2019,"Swire Oilfield Services, Altens, Aberdeen",WML/N/0020165,Not operational,57.10917893878118,-2.074631817013776,SWIRL OILFIELD SERVICES LTD,Transfer station,Commercial / Industrial / Other special,0,0,0
South Lanarkshire,2019,"Kilbride Ind Services TS, New Rd, Flemington",WML/W/0020095,Not operational,55.81240879765335,-4.136146312264123,KILBRIDE ENVIRONMENTAL AND IND SERVICES,Transfer station,Commercial,0,0,0
East Dunbartonshire,2019,"Meadowbank Farm, Torrance",WML/W/0000061,Not operational,55.93953882214841,-4.196934092313488,DAN RAMSAY & SON LTD,Landfill (not operational),Commercial,0,0,0
South Lanarkshire,2019,Greenleaf Electronic Recycling Ltd,WML/W/0220235,Not operational,55.77060630048475,-4.215706441950284,GREENLEAF ELECTRONICS,Transfer station,Commercial / Industrial,0,0,0
Perth and Kinross,2019,"Pairney Quarry Landfill, Auchterarder",WML/E/0000310,Not operational,56.29828913668028,-3.652932486429318, J & R MITCHELL,Landfill (not operational),Inert,0,0,0
East Lothian,2019,"18 Greenburn, East Fortune, North Berwick",WML/E/0120049,Not operational,55.99899147241556,-2.731414043050957,BRIAN PAXTON,Metal recycler,Commercial / Household / Industrial,0,0,0
Fife,2019,"Aberhill Metals,Old Leven Colliery LF, Methil",WML/E/0000264,Not operational,56.19229050570788,-3.014721147708075,LEVENMOUTH AUTO BREAKERS,Landfill (not operational),Commercial,0,0,0
Fife,2019,"Fife Council, Lochty Park LF, Glenrothes",WML/E/0000265,Not operational,56.173257498978614,-3.1492904511334143,FIFE COUNCIL,Landfill (not operational),Commercial,0,0,0
Stirling,2019,"Mr G Kerr, Riverbank Works MR, Stirling",WML/E/0000328,Not operational,56.135460846183264,-3.923894956520897,WM KERR,Metal recycler / Transfer station,Commercial / Household / Industrial,0,0,0
West Dunbartonshire,2019,Lomond Training & Environmental Services Ltd,WML/W/0022036,Not operational,55.96889731318696,-4.5746423908690605,LOMOND TRAINING & ENVIRONMENTAL SERVICES LTD,Other treatment,Commercial,0,0,0
Argyll and Bute,2019,Barrachander Quarry Kilchrenan TAYNUILT,WML/L/1137843,Not operational,56.38843139352814,-5.193001770336397,BARRACHANDER QUARRY LIMITED,Transfer station,Commercial,0,0,0
South Lanarkshire,2019,"7 Caledonia Place, off Station Road, Strathav",WML/W/0220069,Not operational,55.6737690295909,-4.065946338543807,TURNER AUTO SALVAGE,Metal recycler,Commercial,0,0,0
Midlothian,2019,"Yard Two, Mayfield Ind Est, Mayfield",WML/E/0120038,Not operational,55.86649339271514,-3.049168157790979,NWH RECYCLING LLP,Transfer station,Commercial / Household / Industrial,0,0,0
Midlothian,2019,"East Gilmerton Landfill, Drum Estate",WML/E/0000115,Not operational,55.907104642106404,-3.10350624715581,DRUM ENVIRONMENTAL LTD,Landfill (not operational),Commercial / Industrial,0,0,0
Highland,2019,Shore Energy Resource Reclamation Facility,WML/L/1096770,Not operational,57.492325630999154,-4.2317254578561005,SHORE ENERGY (INVERNESS) LIMITED,Other treatment,Commercial,0,0,0
Dumfries and Galloway,2019,"Old Barony Sawmill, Parkgate, Dumfries",WML/W/0000206,Not operational,55.175060988502544,-3.5330180694961135,JOHN LOWTHER & SONS,Metal recycler,Commercial / Household / Other special,0,0,0
Scottish Borders,2019,"James Fairbairn, Lamberton Inert Waste L/F",PPC/A/1008881,Not operational,55.81254930618823,-2.039417025800268,J FAIRBAIRN & SONS,Landfill / Other treatment,Inert,0,0,0
Glasgow City,2019,"Unit 33, New Albion Ind Est, Yoker",WML/W/0220057,Not operational,55.891678028735036,-4.3772484217291305,PRIVATE CONTACT,Metal recycler,Commercial,1474.34,1131.66,1192.2
Perth and Kinross,2019,"John Marshall, Dalreoch Farm LF, Dunning",WML/E/0000301,Not operational,56.3357159311413,-3.612923133453542,JOHN MARSHALL & SON,Landfill (not operational),Commercial / Household / Industrial / Inert,0,0,0
Moray,2019,"Cullen Pet Cemetery LF, Cullen",WML/N/0020111,Not operational,57.69449180602747,-2.8161545274418325,PRIVATE CONTACT,Pet cemetery,Household,0,0,0
North Ayrshire,2019,"Nethermains Landfill (Phase III), Irvine",WML/W/0020058,Not operational,55.637827679866646,-4.6893959459951216,NORTH AYRSHIRE COUNCIL,Landfill (not operational),Commercial / Household / Industrial / Other special,0,0,0
Stirling,2019,"New City Skip Hire TS,Millhall Store,Stirling",WML/E/0220190,Not operational,56.10301511279294,-3.91412252205726,NEW CITY SKIP HIRE,Transfer station,Commercial / Household / Industrial,0,0,0
South Lanarkshire,2019,"Units 1B, Lesmahagow Ind. Est. Lesmahagow",WML/L/1178204,Not operational,55.62472732177798,-3.875267009765969,IMPACT SHOPFITTING LTD,Metal recycler / Other treatment,Commercial,0,0,0
Orkney Islands,2019,"OIC Mitchells Quarry LFS & TS, Stonsay,Orkney",WML/N/0050006,Not operational,59.13892190268955,-2.5994968767975126,ORKNEY ISLANDS COUNCIL,Landfill (not operational) / Transfer station,Commercial,0,0,0
North Lanarkshire,2019,"Lanarkshire Autobreakers, Cardean Rd, Mossend",WML/W/0220064,Not operational,55.82150850454526,-3.994661203122596,LANARKSHIRE AUTOBREAKERS LTD,Metal recycler,Commercial / Household / Industrial / Other special,0,0,0
Fife,2019,"Sludge Treatment, Methil, Leven KY8 3WA",PPC/E/0020003,Not operational,56.19206772583442,-3.0112018839008075,CALEDONIAN ENVIRONMENTAL SERVICES PLC,Other treatment,Industrial,0,0,0
Moray,2019,"Williamson & Company MR, Hill St Works, Elgin",WML/N/0020105,Not operational,57.648342781443546,-3.322916651682119,WILLIAMSON & COMPANY,Metal recycler,Commercial / Household / Industrial,0,0,0
West Dunbartonshire,2019,"Recycling Centre, Ferry Road, Old Kilpatrick",WML/W/0220242,Not operational,55.92022918002144,-4.457674877614703,WEST DUNBARTONSHIRE COUNCIL,Civic amenity,Household,0,0,0
East Dunbartonshire,2019,"Wilderness Quarry, Bishopbriggs",WML/W/0000049,Not operational,55.924999307287315,-4.241128314144057,GLASGOW CITY COUNCIL,Landfill (not operational),Commercial,0,0,0
Highland,2019,Lochaber Smelter Landfill Site,WML/N/0050084,Not operational,56.83097889231258,-5.072139986414892,ALCAN ALUMINIUM UK LTD,Landfill (not operational),Industrial / Other special,0,0,0
Aberdeenshire,2019,"New Ground CA, Gardenstown, Banff",WML/N/0020040,Not operational,57.674508391110926,-2.331596951429418,ABERDEENSHIRE COUNCIL,Civic amenity,Household,0,0,0
Dumfries and Galloway,2019,"Blacks Plantation Landfill, Whithorn",WML/W/0020024,Not operational,54.73626647033192,-4.437135863807923,DUMFRIES & GALLOWAY COUNCIL,Landfill (not operational),Commercial / Household,0,0,0
Renfrewshire,2019,Linwood Transfer Station,WML/W/0000082,Not operational,55.85533783257079,-4.481846099550913,ENVA SCOTLAND LIMITED,Transfer station,Commercial / Household / Industrial,0,0,0
Aberdeenshire,2019,"Bruce Plant Ltd, Badentoy Industrial Estate",WML/N/0020190,Not operational,57.06700680428846,-2.1610681119589525,BRUCE PLANT LTD,Landfill (not operational),Commercial / Household / Industrial,0,0,0
South Lanarkshire,2019,"Douglas Valley Recycling , Ayr Road, Rigside",WML/L/1018871,Not operational,55.6016888438387,-3.7937102451841858,DOUGLAS VALLEY RECYCLING LTD,Transfer station,Industrial / Inert,0,0,0
Fife,2019,"British Alcan Aluminium Plc, Fife",WML/E/0000261,Not operational,56.0727388658991,-3.2120750680558583,BRITISH ALCAN ALUMINIUM PLC,Landfill (not operational),Industrial,0,0,0
Dundee City,2019,Scot Water - Dundee Area Office/Depot TS,WML/E/0120007,Not operational,56.49768870435029,-3.0215131909392223,SCOTTISH WATER,Transfer station,Industrial,0,0,0
Glasgow City,2019,"110 Carntynehall Road, Carntyne, Glasgow",WML/L/1087235,Not operational,55.855779202804484,-4.177565711444188,VEHICLE DISMANTLERS CARNTYNE LIMITED,Metal recycler,Other special,0,0,0
Highland,2019,"Nigg Oil Terminal, Tain",PPC/A/1012611,Not operational,57.70655578975581,-4.026305105435773,REPSOL SINOPEC RESOURCES UK LIMITED,Other treatment,Industrial / Other special,0,0,0
Perth and Kinross,2019,"John P Angus, Flatfield LF/Pet Cem, Errol",WML/E/0000302,Not operational,56.408060145989175,-3.2471717478501123,PRIVATE CONTACT,Pet cemetery,Household,0,0,0
Orkney Islands,2019,"OIC Westside Road Quarry LFS & TS,Eday,Orkney",WML/N/0050007,Not operational,59.18571090984954,-2.766203479764726,ORKNEY ISLANDS COUNCIL,Landfill (not operational) / Transfer station,Commercial,0,0,0
North Lanarkshire,2019,"AA AUTOBREAKERS, CARDEAN ROAD",WML/W/0000195,Not operational,55.82168153779878,-3.993967572147772,MARTIN ROBERTSON,Metal recycler,Commercial / Household / Industrial / Other special,0,0,0
East Lothian,2019,"Cockenzie Ash Lagoons, Musselburgh",PPC/A/1004254,Not operational,55.950682441818245,-3.014334607148542,DRAX GENERATION ENTERPRISE LIMITED,Landfill (not operational),Industrial,0,0,0
Fife,2019,"Devon Quarry Landfill, Porters Brae, Kennoway",WML/E/0000285,Not operational,56.230130698894726,-3.070152130356035,ANDREW COOK (CONTAINERS) LIMITED,Landfill (not operational),Household,0,0,0
Clackmannanshire,2019,"Alloa Autobreakers ELV, Clackmannan Rd, Alloa",WML/E/0220111,Not operational,56.115061899691376,-3.769251167437763,AUTO DISMANTLERS (ALLOA) LIMITED,Metal recycler,Commercial / Industrial,0,0,0
East Lothian,2019,"West Fortune Farm Steading, North Berwick",WML/E/0220238,Not operational,56.00195467070148,-2.7497358997488277,J HAIG HAMILTON & SONS,Transfer station,Household,0,0,0
East Lothian,2019,"Unit 6G, Wallyford Ind Est, Wallyford",WML/E/0000075,Not operational,55.93646836046651,-3.0074790341104682,HAMILTON WASTE & RECYCLING LIMITED,Metal recycler / Transfer station,Commercial / Household / Industrial,0,0,0
Falkirk,2019,"Braidwood & Sons ELV, Bankside Ind Est",WML/E/0000039,Not operational,56.01340136226173,-3.768386574178637,ANGUS BRAIDWOOD & SONS LTD,Metal recycler,Commercial / Industrial,0,0,0
Perth and Kinross,2019,"Battleby Landfill Site, Perth",WML/E/0020131,Not operational,56.448580104668274,-3.485328995770185,I & H BROWN LTD,Landfill (not operational) / Transfer station,Commercial / Household / Industrial,0,0,0
West Dunbartonshire,2019,"Mid Auchencarroch Farm Landfill, Site 3",WML/W/0000019,Not operational,56.008302068589785,-4.544083155067718,GEORGE MUNN & OTHERS,Landfill (not operational),Household,0,0,0
South Lanarkshire,2019,"30a Westburnfarm Rd, Cambuslang",WML/W/0000116,Not operational,55.823054360357716,-4.155011743974714,COMPTON ARTHUR,Metal recycler,Commercial / Industrial,0,0,0
Aberdeenshire,2019,"Crossley Quarry, Maryculter, Aberdeen",WML/N/0020144,Not operational,57.05888396874478,-2.2207567068826637,DERYCK FORBES,Landfill (not operational),Commercial / Household / Industrial,0,0,0
Glasgow City,2019,"157 Woodville St, Glasgow",WML/W/0000122,Not operational,55.85479613673649,-4.305511630037166,MCILWRAITH,Metal recycler,Commercial / Household / Industrial,0,0,0
East Lothian,2019,"North Quarry Cement Works, Dunbar",WML/E/0000073,Not operational,55.98626049527778,-2.4734735792391636,BLUE CIRCLE INDUSTRIES PLC,Landfill (not operational),Industrial,0,0,0
Aberdeenshire,2019,"Shiels Quarry, Whitecairns, Aberdeenshire",WML/N/0020128,Not operational,57.2662602786297,-2.1058243157352923,N & B PORTER,Metal recycler,Commercial,0,0,0
Highland,2019,"HC Rhiconich LFS, Sutherland",WML/N/0050057,Not operational,58.42744485196039,-4.978559099209164,THE HIGHLAND COUNCIL,Landfill (not operational),Household,0,0,0
Fife,2019,"Fife Council, Rosyth T/S, Dunfermline",WML/E/0020091,Not operational,56.05659312398072,-3.447803467393939,FIFE COUNCIL,Transfer station,Commercial / Household / Industrial,0,0,0
East Dunbartonshire,2019,Mavis Valley Transfer Station,WML/W/0020034,Not operational,55.91615131742933,-4.247724017944038,EAST DUNBARTONSHIRE COUNCIL,Transfer station,Household,0,0,0
Midlothian,2019,"Millerhill Marshalling Yard, Midlothian",WML/E/0120023,Not operational,55.925771674529116,-3.080972185938135,NETWORK RAIL INFRASTRUCTURE LIMITED,Transfer station,Commercial / Industrial,0,0,0
Aberdeenshire,2019,"North Park, Lonmay, Fraserbrugh",WML/L/1023182,Not operational,57.60570783611944,-1.9958662277228643,A1 CLEAR DRAINAGE & PLUMBING SOLUTIONS LTD,Other treatment,Household,0,0,0
Orkney Islands,2019,"OIC Chinglebraes Quarry LFS, St Ola, Orkney",WML/N/0050020,Not operational,58.96580068838678,-2.9948643272889477,ORKNEY ISLANDS COUNCIL,Landfill (not operational),Household,0,0,0
East Lothian,2019,"Land at Pure Malt Products, Haddington",WML/E/0000074,Not operational,55.95710708700888,-2.771278347084599,PURE MALT PRODUCTS LTD,Transfer station,Commercial / Industrial,0,0,0
Scottish Borders,2019,Caddonlee Farm Railway Cutting Landfill,WML/E/0000139,Not operational,55.609956647117826,-2.877952149867213,SCOTTISH BORDERS COUNCIL,Landfill (not operational),Industrial,0,0,0
Glasgow City,2019,"Kenmuir Road, Treatment Plant, Mount Vernon",WML/W/0000025,Not operational,55.838122763806034,-4.13985654888104,PATERSONS OF GREENOAKHILL LTD,Transfer station,Industrial,0,0,0
North Lanarkshire,2019,"Wm Forrest, Omoa Works LF, Newarthill",WML/W/0000191,Not operational,55.81575807793584,-3.9228843771112025,WILLIAM FORREST AND SON (PAISLEY) LTD,Landfill (not operational),Industrial,0,0,0
North Lanarkshire,2019,"P Moretti, Cardowan Cottage LF, Stepps",WML/W/0000281,Not operational,55.8904696733249,-4.130053884335606,PETER MORETTI,Landfill (not operational),Commercial,0,0,0
Aberdeen City,2019,Kingsford Landfill - McIntosh Plant,WML/N/0020046,Not operational,57.148242298495255,-2.2619001138200177,MCINTOSH PLANT HIRE (ABERDEEN) LIMITED,Landfill (not operational),Industrial,0,0,0
South Ayrshire,2019,"Port of Ayr, North Harbour St, Ayr",WML/L/1131887,Not operational,55.471042953302565,-4.63833013752967,ASSOCIATED BRITISH PORTS,Transfer station,Commercial,0,0,0
Fife,2019,"KMS (Fife) Ltd, Tolliehill L/F, Cowdenbeath",WML/E/0000245,Not operational,56.122516335231566,-3.3430832753619786,KMS (FIFE) LIMITED,Landfill (not operational),Commercial / Household / Industrial,0,0,0
Fife,2019,"James McLaren & Co ELV, Thornton, Kirkcaldy",WML/E/0220070,Not operational,56.15278047604022,-3.1470851691146615,JAMES MCLAREN & SON,Metal recycler,Commercial,0,0,0
Fife,2019,"Scottish Water, Sludge Beds TS, Cupar",WML/E/0000282,Not operational,56.3210606194618,-2.9844019954534713,SCOTTISH WATER,Transfer station,Household,0,0,0
Glasgow City,2019,"Guinea Enviro Ltd., 2236 London Road",WML/L/1106599,Not operational,55.836400055590396,-4.15563828571169,GUINEA ENVIRO LIMITED,Transfer station,Commercial,0,0,0
Aberdeenshire,2019,"Site No 2, Middle Essie Farm, Peterhead",WML/N/0020122,Not operational,57.58093536292687,-1.868846055064135,JOHN GIBBONS (CONTRACTORS) LTD,Landfill (not operational),Industrial,0,0,0
Highland,2019,"HC closed LFS, Crofthaugh, Brora, Sutherland",WML/N/0050048,Not operational,58.01157763073621,-3.866560144819013,THE HIGHLAND COUNCIL,Landfill (not operational),Commercial / Household / Industrial,0,0,0
Falkirk,2019,"James Bell (Limerigg) Ltd, Limerigg",WML/E/0000031,Not operational,55.91990090762784,-3.8308204280775593,JAMES BELL (LIMERIGG) LTD,Metal recycler,Commercial / Household,0,0,0
